IdDireccion;Direccion;IdCliente;EsDireccionVivienda
48321;Calle Los Limoneros Edif. 157 Apt. 137;25223;1
48322;Calle 1ra Edif. 32 Apt. 71;19587;0
48323;Calle Filomena Gomez De Cova Edif. 117 Apt. 72;28949;0
48324;Maria Salome Edif. 154 Apt. 93;3141;0
48325;Calle San Pablo Edif. 178 Apt. 198;11656;1
48326;Calle Garcia Godoy Edif. 126 Apt. 157;33372;0
48327;Calle 6 Edif. 108 Apt. 133;4144;0
48328;Calle Angelita Trujillo Edif. 6 Apt. 198;12173;1
48329;Jimenoa Edif. 134 Apt. 137;33840;0
48330;S. Mateo Edif. 94 Apt. 81;27617;0
48331;Rp. Proyecto Edif. 82 Apt. 13;8951;1
48332;Puente La Cañada Edif. 95 Apt. 80;40237;0
48333;Callejón Guaricó Edif. 112 Apt. 81;13750;0
48334;Calle Las Cumbres Edif. 88 Apt. 23;1458;0
48335;Calle Primavera Edif. 43 Apt. 112;18256;0
48336;Avenida Sol Poniente Edif. 141 Apt. 200;7991;0
48337;Calle El Valle Edif. 185 Apt. 196;25956;0
48338;Respaldo 17 Edif. 20 Apt. 74;21602;0
48339;Calle Ricardo Robles Edif. 39 Apt. 16;10465;0
48340;Calle San Martin De Porres Edif. 123 Apt. 123;4823;0
48341;Calle Filomena Gomez De Cova Edif. 164 Apt. 90;28423;0
48342;Calle San Martin De Porres Edif. 117 Apt. 136;35244;1
48343;Abigal Mejia Edif. 185 Apt. 157;23801;1
48344;Rp. 19 Edif. 111 Apt. 12;22707;0
48345;Calle Padre Claret Edif. 8 Apt. 153;4025;1
48346;Recorrido 1 Parque Metropolitano Edif. 12 Apt. 170;1587;0
48347;Calle 25b Edif. 76 Apt. 125;40717;0
48348;Calle Norte Edif. 135 Apt. 65;31553;0
48349;Calle Viriato Fiallo Edif. 124 Apt. 165;11092;0
48350;E Edif. 82 Apt. 84;3530;0
48351;Calle Progreso Edif. 190 Apt. 125;701;0
48352;Paseo Del Palmas Edif. 122 Apt. 146;460;1
48353;Calle Olegario Tenares Edif. 121 Apt. 168;26780;0
48354;Erudina Perez Edif. 147 Apt. 152;18249;1
48355;Calle Ingeniero Juan Garcia Bonnelly Edif. 87 Apt. 49;16422;0
48356;Calle Cantera Edif. 141 Apt. 184;40941;0
48357;Curdesale Del Cerro Edif. 110 Apt. 121;36681;1
48358;Jimenoa Edif. 46 Apt. 165;1442;0
48359;Las Palmas Edif. 68 Apt. 34;24840;1
48360;Calle Ramon Del Orbe Edif. 9 Apt. 178;9061;0
48361;Callejon Mota Edif. 89 Apt. 71;17580;0
48362;Calle Nazaret Edif. 157 Apt. 26;30313;0
48363;Calle Penetracion Edif. 71 Apt. 35;24434;0
48364;Calle Principal Edif. 174 Apt. 164;29291;1
48365;Calle Los Jacintos Edif. 12 Apt. 4;17673;0
48366;Pedro A. Lluberes Edif. 33 Apt. 164;36502;0
48367;Calle Miguel Angel Báez Díaz Edif. 43 Apt. 90;8489;0
48368;Caamaño Edif. 142 Apt. 166;18956;0
48369;Abigal Mejia Edif. 148 Apt. 83;34283;1
48370;Calle Juan Pablo 2 Edif. 98 Apt. 51;26284;0
48371;Paseo De Las Acacias Edif. 112 Apt. 121;15265;0
48372;Avenida Doctor Delgado Edif. 122 Apt. 112;10380;0
48373;Calle 1 Este Edif. 47 Apt. 154;21130;0
48374;Calle Polvorín Edif. 100 Apt. 88;20850;0
48375;Calle Viento Del Norte Edif. 12 Apt. 186;7765;1
48376;Calle Salomé Ureña Edif. 184 Apt. 44;29631;0
48377;Avenida República De Argentina Edif. 139 Apt. 2;18712;1
48378;Calle E. Perdomo Edif. 39 Apt. 112;28376;0
48379;Calle Norte Edif. 162 Apt. 144;40404;0
48380;Calle Doña Lidia Edif. 37 Apt. 1;13408;0
48381;Serenata Edif. 9 Apt. 108;11568;1
48382;Avenida Alma Mater Edif. 8 Apt. 27;34145;0
48383;El Guayabal Edif. 187 Apt. 75;20689;0
48384;Calle A Edif. 51 Apt. 174;24227;1
48385;Calle Maguaca Edif. 31 Apt. 182;32163;1
48386;Calle Licenciado Rafael F. Bonelly Edif. 183 Apt. 111;38586;1
48387;Calle Boy Scouts Edif. 68 Apt. 65;35985;0
48388;Las Rolas Edif. 148 Apt. 91;2545;0
48389;Calle Arturo Logroño Edif. 198 Apt. 193;40588;1
48390;Calle Farayón Norte Edif. 159 Apt. 106;15567;1
48391;Proyecto Edif. 77 Apt. 3;13911;1
48392;Calle Higuemota Edif. 21 Apt. 50;22000;0
48393;Calle Proyecto 1 Edif. 73 Apt. 132;27306;0
48394;Calle Parábola Edif. 45 Apt. 197;23977;0
48395;3ra Liberacion Edif. 138 Apt. 178;18385;1
48396;Calle Jardines De Los Cerezos Edif. 15 Apt. 178;5261;0
48397;Calle General Modesto Díaz Edif. 66 Apt. 38;31540;0
48398;Avenida Pasteur Edif. 32 Apt. 162;27493;0
48399;Calle Cachon Edif. 108 Apt. 114;18895;1
48400;Respaldo Rafael Hernandez Edif. 64 Apt. 189;1686;0
48401;Respaldo J Edif. 28 Apt. 4;14841;0
48402;Calle Jose Mateo Edif. 189 Apt. 163;34892;1
48403;Calle Aristides Garcia Mella Edif. 185 Apt. 19;32621;1
48404;Respaldo 14 Edif. 27 Apt. 80;29829;0
48405;Camino Al Batey Lecheria Edif. 74 Apt. 156;4145;0
48406;Calle 5ta Edif. 145 Apt. 93;767;1
48407;Sierra De Neiba Edif. 100 Apt. 2;10031;0
48408;Calle Manzana H Edif. 66 Apt. 181;27862;0
48409;Paseo Peatonal Edif. 1 Apt. 69;1493;0
48410;Calle Mirador Edif. 188 Apt. 96;5290;0
48411;Juan L. Jiménez Edif. 130 Apt. 91;17991;0
48412;Calle 3a Proyecto B Edif. 193 Apt. 32;15518;0
48413;Calle Nibaguana Edif. 98 Apt. 159;1125;0
48414;Calle Roosevelt Edif. 27 Apt. 165;14314;0
48415;Caonabo Edif. 170 Apt. 192;15563;0
48416;Calle Armando Rodriguez Edif. 157 Apt. 76;35467;0
48417;Calle Winston Armaud Edif. 138 Apt. 193;11592;0
48418;Calle 9 Edif. 23 Apt. 183;25590;1
48419;Avenida Winston Churchill Edif. 62 Apt. 47;8814;0
48420;Calle Rafi Durán Edif. 37 Apt. 74;11335;0
48421;Cabañas Chevere Edif. 170 Apt. 8;21150;0
48422;Calle Jardines De Bervederes Edif. 70 Apt. 14;26134;0
48423;15 De Agosto Edif. 113 Apt. 92;6598;0
48424;Calle Peña Gomez Edif. 16 Apt. 121;6571;1
48425;Respaldo Tortola Edif. 58 Apt. 98;24594;1
48426;Calle Charles Piet Edif. 28 Apt. 185;6092;0
48427;Calle El Cayao Edif. 5 Apt. 118;27971;0
48428;Camino A Engombe Edif. 174 Apt. 138;22253;0
48429;Manolo Tavarez Justo Edif. 115 Apt. 121;38420;1
48430;2da Mirador Del Arroyo Edif. 194 Apt. 27;32901;0
48431;Felipe Vicini Perdomo Edif. 17 Apt. 114;24870;1
48432;Calle Los Anturios Edif. 93 Apt. 2;28536;0
48433;Calle Babilonia Edif. 68 Apt. 65;39785;1
48434;Calle Flor Azahar Edif. 108 Apt. 14;18638;0
48435;Calle Juan A Vicioso Edif. 17 Apt. 193;29377;1
48436;Carlos I Edif. 94 Apt. 15;28929;0
48437;Calle Luis Lembert Edif. 9 Apt. 34;23426;0
48438;Respaldo Manolo Tavares Justo Edif. 71 Apt. 78;30551;1
48439;Calle Pablo Pumarol Edif. 51 Apt. 103;21490;1
48440;Calle Coba Edif. 170 Apt. 192;13944;1
48441;Calle B1 Edif. 117 Apt. 69;23641;0
48442;Calle Principal Santo Cerro Edif. 129 Apt. 74;23717;1
48443;Calle Golondrina Edif. 17 Apt. 125;25596;0
48444;J. Aguilera Edif. 187 Apt. 168;17403;0
48445;Respaldo Santa Luisa De Marillac Edif. 148 Apt. 164;5564;1
48446;Motel Nuevo Mundo Edif. 42 Apt. 172;7209;0
48447;Calle Jerusalem Edif. 168 Apt. 136;5647;0
48448;Calle 27 Edif. 139 Apt. 200;26578;1
48449;Cabañas Okey Edif. 46 Apt. 3;31935;0
48450;Calle P Edif. 13 Apt. 167;39281;0
48451;Calle Proyecto A Edif. 21 Apt. 103;8358;0
48452;Respaldo Los Próceres Edif. 43 Apt. 186;39904;0
48453;Calle Hojaldre Edif. 41 Apt. 13;16559;0
48454;Calle 13a Edif. 6 Apt. 200;19514;1
48455;Calle Luis Desangles Sibilly Edif. 75 Apt. 150;40354;1
48456;Calle 41 Edif. 64 Apt. 74;23543;0
48457;Calle Sanabacoa Edif. 156 Apt. 111;20112;1
48458;Calle Euclides Morillo Edif. 180 Apt. 33;33965;0
48459;Calle Monte Tina Edif. 104 Apt. 126;41069;0
48460;Calle Brisas Del Mar Edif. 97 Apt. 116;26808;1
48461;Calle Doce Juegos Edif. 71 Apt. 120;40056;0
48462;Calle Ramon Matias Mella Edif. 119 Apt. 54;22530;1
48463;Respaldo El Sol Edif. 122 Apt. 67;28483;0
48464;Calle Los Manantiales Edif. 135 Apt. 6;11153;0
48465;Calle Los Diez Dirigentes Edif. 60 Apt. 150;12828;0
48466;Calle Salina Edif. 56 Apt. 89;12503;0
48467;Calle 1 Edif. 48 Apt. 88;26255;1
48468;Mencia Edif. 123 Apt. 190;19691;0
48469;Calle B2 Edif. 114 Apt. 108;12408;0
48470;Calle Ernesto De La Maza Edif. 95 Apt. 148;25122;0
48471;Puesta Del Sol Edif. 194 Apt. 4;7422;0
48472;S. Pablo Edif. 186 Apt. 110;11655;0
48473;Calle Salomé Ureña Edif. 1 Apt. 97;25266;1
48474;Calle San Juan Bosco Edif. 10 Apt. 98;9551;0
48475;Calle Proyecto 4 Edif. 123 Apt. 110;32392;1
48476;Gardenia Edif. 165 Apt. 43;22633;0
48477;Claro Codetel Edif. 141 Apt. 112;6281;0
48478;Calle Juan Francisco Cordero Edif. 148 Apt. 130;29290;0
48479;Avenida Padre Ignacio Ozmee Edif. 83 Apt. 164;5841;1
48480;Calle Luis Escoto Gomez Edif. 27 Apt. 140;32636;1
48481;Calle La Cañada Edif. 93 Apt. 5;16415;0
48482;Calle La Rotonda Edif. 16 Apt. 132;32765;0
48483;Calle Los Maestros Edif. 69 Apt. 12;2787;0
48484;Calle Salina Edif. 138 Apt. 9;11663;0
48485;Calle 14 Edif. 125 Apt. 129;28911;0
48486;Resp. Nicolás Casimiro Edif. 25 Apt. 37;11667;0
48487;Calle Rosa Julia Vargas Edif. 31 Apt. 172;13972;1
48488;Calle Mijo Edif. 152 Apt. 87;1413;0
48489;Calle Eduardo Jenner Edif. 14 Apt. 91;3701;1
48490;Calle 5 Edif. 151 Apt. 94;18918;1
48491;Alberto Beltrán Edif. 185 Apt. 89;30049;1
48492;16 De Abril Edif. 60 Apt. 111;39585;1
48493;Fdco. De Navarrete Edif. 62 Apt. 48;19872;0
48494;La Salida Edif. 160 Apt. 132;16747;0
48495;Calle Santa Rosa Edif. 56 Apt. 74;32419;0
48496;Los Profesionales Edif. 87 Apt. 29;12930;0
48497;Calle Condado Edif. 127 Apt. 105;15159;0
48498;M. T. Justo Edif. 141 Apt. 148;25456;1
48499;Calle H5 Edif. 127 Apt. 35;29180;1
48500;Calle Manzana 38 Y 42 Edif. 200 Apt. 24;17438;0
48501;Recodo Marina Edif. 43 Apt. 152;30575;0
48502;Calle Jonas Salk Edif. 159 Apt. 44;652;0
48503;Respaldo Central Edif. 87 Apt. 47;25838;0
48504;Calle Coordillera Septentrional Edif. 3 Apt. 61;7402;0
48505;Calle Union Edif. 72 Apt. 60;6170;1
48506;Calle Tortola Edif. 122 Apt. 163;20468;0
48507;Calle Pilon De Azucar Edif. 4 Apt. 21;12410;0
48508;Cabañas Yes Edif. 158 Apt. 180;21122;0
48509;Génesis Edif. 127 Apt. 167;4923;1
48510;Calle Nueva Jerusalem Edif. 150 Apt. 175;35354;1
48511;Calle San Jose Edif. 27 Apt. 193;31453;0
48512;Calle Alberto Larancuent Edif. 72 Apt. 155;552;0
48513;Respaldo Salmos Edif. 96 Apt. 177;26328;0
48514;Calle Leopoldo Navarro Edif. 99 Apt. 162;12540;1
48515;Altagracia Edif. 140 Apt. 102;26439;0
48516;Calle Manzana 46 Edif. 186 Apt. 125;8433;1
48517;Recodo Marina Edif. 77 Apt. 46;24426;0
48518;Calle Junco Edif. 128 Apt. 146;9762;0
48519;Calle Uva Edif. 190 Apt. 6;7030;0
48520;Calle Mozart Edif. 60 Apt. 177;3721;0
48521;Calle William Mieses Edif. 146 Apt. 55;11888;0
48522;Calle 39 Edif. 37 Apt. 142;41142;0
48523;Calle Santo Cura De Ars Edif. 68 Apt. 105;30225;0
48524;Calle Manzana 37 Edif. 180 Apt. 92;39671;0
48525;Calle Isabel Prerozo Edif. 147 Apt. 26;16509;1
48526;Calle Nuevo Mundo Edif. 122 Apt. 179;16875;0
48527;Luis Ml Caraballo Edif. 50 Apt. 71;28743;1
48528;Calle San Juan Bautista De La Salle Edif. 32 Apt. 38;26870;0
48529;Calle Los Navegantes Edif. 186 Apt. 6;34479;0
48530;Callejon Mota Edif. 28 Apt. 66;39136;0
48531;Calle 1 De Abril Edif. 77 Apt. 60;4511;0
48532;Cernicalo Edif. 135 Apt. 32;29339;1
48533;Calle San Antonio Edif. 103 Apt. 124;10805;1
48534;Calle Arzobispo Portes Edif. 76 Apt. 128;13459;1
48535;Calle Luis F. Thomén Edif. 17 Apt. 152;37045;0
48536;Calle Euclides Morillo Edif. 10 Apt. 104;9900;1
48537;Calle 6a Edif. 31 Apt. 62;28489;0
48538;Calle 21 Edif. 104 Apt. 134;15311;1
48539;Prado Del Oeste Edif. 25 Apt. 101;16966;0
48540;Calle 13 Edif. 131 Apt. 40;9335;0
48541;Calle Isabel Santana Edif. 134 Apt. 12;834;0
48542;Lucia Edif. 73 Apt. 17;17622;0
48543;Calle Casui Edif. 19 Apt. 101;28389;0
48544;Respaldo 18 Edif. 187 Apt. 28;12365;0
48545;Respaldo Magalis Estrella Edif. 68 Apt. 77;37487;0
48546;Calle Cristo Salva Edif. 140 Apt. 68;22285;0
48547;Calle Jonas Salk Edif. 184 Apt. 65;34082;1
48548;Avenida Anacaona Edif. 169 Apt. 53;1687;1
48549;Respaldo 29 Edif. 89 Apt. 176;39987;0
48550;Calle Principal Edif. 194 Apt. 10;25669;0
48551;Calle Otto Rivera Edif. 157 Apt. 123;40331;0
48552;Countay Club Edif. 70 Apt. 42;27824;0
48553;Avenida Expreso Del Nuevo Camino Edif. 90 Apt. 85;1576;0
48554;Calle Los Anturios Edif. 10 Apt. 181;13242;1
48555;José Maria Heredia Edif. 165 Apt. 47;4674;0
48556;Calle 12 Edif. 136 Apt. 190;40931;0
48557;Calle Jacinto I. Mañon Edif. 50 Apt. 168;25681;0
48558;Calle 25 Edif. 29 Apt. 44;10430;0
48559;Calle Hermans Mirabal Edif. 144 Apt. 123;20988;1
48560;Respaldo Paloma Edif. 30 Apt. 69;27642;0
48561;Calle Paseo Del Camu Edif. 104 Apt. 107;25351;0
48562;Calle Sagrario Diaz Edif. 92 Apt. 106;29007;0
48563;Calle Union Edif. 113 Apt. 82;8818;0
48564;Calle Casui Edif. 118 Apt. 163;6504;0
48565;Calle 4a Edif. 71 Apt. 163;574;1
48566;Rp. 17a Edif. 174 Apt. 77;21783;0
48567;Manzana C Edif. 153 Apt. 43;13708;0
48568;Salvador Estrella Sadhala Edif. 73 Apt. 75;33834;1
48569;Calle Brisa Del Mar Edif. 101 Apt. 141;25158;0
48570;Calle 15 Edif. 197 Apt. 196;14905;0
48571;Calle Elipse Edif. 112 Apt. 14;21449;1
48572;Calle Mary Pérez Viuda Marranzini Edif. 115 Apt. 57;33739;1
48573;Calle W Edif. 115 Apt. 188;3427;1
48574;La Vigia Edif. 79 Apt. 120;37745;0
48575;Margaret Mead Edif. 62 Apt. 41;2502;1
48576;Mlo T. Justo Edif. 155 Apt. 20;30452;0
48577;Calle 34 Edif. 110 Apt. 32;40650;1
48578;Calle Manzana 43 Y 45 Edif. 86 Apt. 51;12202;0
48579;Calle Oval 2 Edif. 140 Apt. 58;10162;1
48580;Juan Miguel Roman Edif. 162 Apt. 20;34773;0
48581;Avenida Pedro Henríquez Ureña Edif. 195 Apt. 138;39201;1
48582;Calle Jaycees 72 Edif. 57 Apt. 65;6857;0
48583;Calle El Cerro Edif. 55 Apt. 38;26973;0
48584;Calle Isabel Santana Edif. 118 Apt. 168;40720;0
48585;Callejon San Jose Edif. 124 Apt. 135;29716;0
48586;Calle 4ta Edif. 176 Apt. 162;33633;1
48587;Calle Rafael Sanzio Edif. 76 Apt. 153;17885;1
48588;Avenida Real Oeste Edif. 142 Apt. 123;36063;1
48589;Respaldo 27 De Febrero Edif. 110 Apt. 58;40207;0
48590;2da Mirador Del Arroyo Edif. 200 Apt. 178;3238;0
48591;Calle Miguel Angel Monclus Edif. 80 Apt. 193;27623;0
48592;Respaldo Las Palmas Edif. 188 Apt. 46;15994;0
48593;Calle 39 Edif. 25 Apt. 154;10497;1
48594;E. Ricart Edif. 117 Apt. 17;6582;0
48595;3ra Liberacion Edif. 57 Apt. 21;19712;0
48596;Calle Consuelo Adelaida Edif. 3 Apt. 54;9403;1
48597;Claro Codetel Edif. 69 Apt. 70;34186;0
48598;Los Nardos Edif. 169 Apt. 85;6436;0
48599;Yolandaguzman Edif. 48 Apt. 136;19429;0
48600;Avenida Paulo III Edif. 12 Apt. 23;26421;0
48601;Avenida Los Ríos Edif. 55 Apt. 90;15125;1
48602;Calle El Cerro Edif. 8 Apt. 28;39818;1
48603;Respaldo Sanchez Edif. 133 Apt. 48;17684;0
48604;Calle 38c Edif. 92 Apt. 17;30618;1
48605;Calle Eduardo Brito Edif. 38 Apt. 109;28015;1
48606;Felipe Vicini Perdomo Edif. 6 Apt. 29;7478;0
48607;Verano Edif. 21 Apt. 171;33506;0
48608;Respaldo Las Palmas Edif. 115 Apt. 34;29918;0
48609;Calle Paraíso Edif. 156 Apt. 118;17557;1
48610;Calle Pedro Gregorio Martínez Edif. 9 Apt. 156;12985;0
48611;Calle C Edif. 144 Apt. 63;2579;1
48612;Calle 30 Edif. 90 Apt. 165;8674;0
48613;Calle Sol De Arroyo Edif. 65 Apt. 133;34739;0
48614;Calle Oviedo Edif. 28 Apt. 155;2651;0
48615;Calle Alma Mater Edif. 158 Apt. 152;12780;0
48616;Calle Las Colinas Edif. 37 Apt. 20;29857;0
48617;Calle Rodrigo De Triana Edif. 148 Apt. 143;37425;0
48618;Calle Doña Carmen Edif. 126 Apt. 175;28011;1
48619;Calle 1ra Edif. 107 Apt. 98;37556;0
48620;Calle A Edif. 127 Apt. 63;19044;0
48621;Calle Felix Ernesto Gomez Edif. 179 Apt. 60;7464;0
48622;B. Mojica Edif. 18 Apt. 29;3225;0
48623;Calle B Edif. 135 Apt. 162;3932;0
48624;Avenida Francia Edif. 11 Apt. 40;7831;1
48625;Calle Principal Santo Cerro Edif. 92 Apt. 144;14060;0
48626;Calle Pedro Correa Edif. 152 Apt. 150;250;0
48627;Padre Fantino Falco Edif. 7 Apt. 131;27919;0
48628;Calle Eusebio Manzueta Edif. 41 Apt. 161;6360;1
48629;Calle Apolinar Perdomo Edif. 118 Apt. 39;19973;0
48630;Luz Edif. 20 Apt. 85;24788;0
48631;Barranco Edif. 186 Apt. 197;8511;1
48632;Calle San Juan Bosco Edif. 9 Apt. 104;29248;0
48633;Calle Monte Rio Edif. 10 Apt. 4;1219;1
48634;Calle Guayacanes Edif. 171 Apt. 4;11080;0
48635;Avenida República De Argentina Edif. 161 Apt. 45;27720;0
48636;Calle D Edif. 27 Apt. 191;1471;0
48637;Mama Tingo Edif. 162 Apt. 91;2067;1
48638;Motel Nuevo Mundo Edif. 112 Apt. 170;40116;0
48639;Calle 7a Edif. 86 Apt. 110;5691;0
48640;Calle Mirador Edif. 193 Apt. 79;37192;0
48641;Las Eldres Edif. 35 Apt. 49;9592;1
48642;Expreso 27 De Febrero Edif. 196 Apt. 190;34063;0
48643;Calle Palma Real Edif. 52 Apt. 117;12109;1
48644;Manzana C-2 Edif. 3 Apt. 192;21311;0
48645;Respaldo 17 Edif. 103 Apt. 123;34074;1
48646;Perpendicular 1 Edif. 68 Apt. 115;23695;1
48647;Marginal Norte Edif. 151 Apt. 97;28578;0
48648;Calle Juana Saltitopa Edif. 87 Apt. 42;5348;0
48649;Calle 29 Oeste Edif. 158 Apt. 69;8455;0
48650;Huáscar Tejeda Edif. 176 Apt. 167;25531;0
48651;El Diamonte Edif. 76 Apt. 165;27654;0
48652;Calle 14 Edif. 20 Apt. 27;3319;0
48653;Manolo Tavares Justo Edif. 131 Apt. 142;11753;0
48654;Calle Fuerzas Armadas Edif. 120 Apt. 134;40508;1
48655;Calle Los Angeles Edif. 198 Apt. 86;18565;0
48656;Calle Hermanos Deligne Edif. 108 Apt. 33;22068;0
48657;Viento Fresco Edif. 104 Apt. 169;13249;0
48658;Calle El Palmar Edif. 25 Apt. 192;26295;0
48659;Calle Las Palmas Edif. 100 Apt. 144;27099;0
48660;Calle Ramon Matias Mella Edif. 180 Apt. 4;28915;0
48661;Calle Paloma Edif. 83 Apt. 53;20546;1
48662;Calle 2b Edif. 4 Apt. 126;35733;0
48663;E. Ricart Edif. 67 Apt. 79;30472;0
48664;Calle Ernesto De La Maza Edif. 96 Apt. 34;34296;0
48665;Calle 1 Edif. 99 Apt. 196;37070;1
48666;Calle Las Cumbres Edif. 83 Apt. 163;6387;1
48667;Calle Hector Diaz Edif. 18 Apt. 63;38039;0
48668;Calle 5 Edif. 13 Apt. 153;903;0
48669;Calle La Union Edif. 128 Apt. 112;11978;1
48670;Rp. Duarte Edif. 128 Apt. 150;12734;1
48671;Calle Camini Edif. 134 Apt. 160;9912;0
48672;Calle La Gloria Edif. 78 Apt. 38;40984;1
48673;Respaldo 33 Edif. 63 Apt. 110;36201;1
48674;Calle Moises Edif. 109 Apt. 172;23905;1
48675;H Edif. 101 Apt. 110;8276;1
48676;Calle Las Palmas Edif. 9 Apt. 9;34634;0
48677;M T. Sanchez Edif. 132 Apt. 65;17628;1
48678;Calle Doña Rogelia Edif. 164 Apt. 27;26529;0
48679;Calle Melvin Jones Edif. 189 Apt. 153;10423;0
48680;Calle El Recodo Edif. 22 Apt. 171;36897;0
48681;Galván Edif. 4 Apt. 140;32082;1
48682;Calle Peatón Edif. 165 Apt. 184;29758;0
48683;Calle Atlas Edif. 100 Apt. 18;6963;0
48684;Calle Duarte Edif. 17 Apt. 155;13125;0
48685;Calle Heriberto Núñez Edif. 194 Apt. 13;17121;0
48686;Calle Paseo Del Parque Edif. 147 Apt. 125;9141;0
48687;Calle 23a Edif. 49 Apt. 72;38694;0
48688;Pl Canal Trujillo Edif. 10 Apt. 91;36616;0
48689;Paseo Principal Edif. 120 Apt. 88;5452;0
48690;Calle C-36a Edif. 190 Apt. 110;31250;1
48691;Calle Juan Bautista Edif. 197 Apt. 30;35055;1
48692;Rp. Navarro Edif. 173 Apt. 158;3779;0
48693;Diagonal 1ra Edif. 168 Apt. 56;31957;0
48694;Calle Amapola Edif. 96 Apt. 182;32419;0
48695;Calle Rosario Edif. 142 Apt. 185;24427;0
48696;Desiderio Arias Edif. 10 Apt. 109;2216;0
48697;Calle Quetzal Edif. 165 Apt. 53;22107;0
48698;Calle San Luis Edif. 57 Apt. 132;11457;1
48699;S. Martin Edif. 175 Apt. 112;41251;1
48700;Colon De La Concha Edif. 137 Apt. 172;12997;0
48701;Calle 3ra Edif. 147 Apt. 110;14316;0
48702;Calle 19 Edif. 1 Apt. 126;37965;1
48703;Calle Los Calamares Edif. 22 Apt. 88;26730;0
48704;Pedro A. Lluberes Edif. 91 Apt. 48;23156;0
48705;Calle El Cerro Edif. 84 Apt. 51;37830;0
48706;Perejil Edif. 7 Apt. 7;38848;1
48707;Calle Juan Isidro Perez Edif. 68 Apt. 31;35987;0
48708;Calle Ercilia Ozuna Edif. 146 Apt. 156;15552;0
48709;Calle 2da Edif. 28 Apt. 58;9743;0
48710;Calle Andrea Evangelina Rodriguez Edif. 36 Apt. 46;36330;0
48711;Calle Cenovi Edif. 161 Apt. 66;27812;1
48712;Proyecto 27 Edif. 123 Apt. 171;16114;0
48713;Calle Mijo Edif. 67 Apt. 62;38267;1
48714;Calle Monte Rio Edif. 149 Apt. 196;39334;1
48715;Cabañas Okey Edif. 141 Apt. 141;11667;0
48716;Calle8 Edif. 151 Apt. 22;2352;0
48717;Calle Las Mercedes Edif. 137 Apt. 42;33576;0
48718;Calle Burunde Edif. 178 Apt. 168;35136;0
48719;Macedonia 1ra Edif. 126 Apt. 90;9724;0
48720;Calle José Reyes Edif. 200 Apt. 117;23610;1
48721;Calle Ana Josefa Puello Edif. 37 Apt. 174;22626;1
48722;La Cañada Edif. 124 Apt. 137;36839;0
48723;Diagonal B Edif. 66 Apt. 86;7464;0
48724;Calle Clavel Edif. 58 Apt. 163;28739;0
48725;Calle Nueva Jerusalem Edif. 73 Apt. 61;40681;1
48726;Calle 1 Edif. 28 Apt. 196;402;0
48727;Calle Manzana H Edif. 178 Apt. 7;39177;0
48728;B 3 Edif. 132 Apt. 156;25749;0
48729;Calle Club Banco Central Edif. 24 Apt. 125;23850;0
48730;Calle E Edif. 192 Apt. 71;29521;0
48731;Calle Bayacan Edif. 100 Apt. 168;37842;0
48732;Avenida Lope De Vega Edif. 63 Apt. 139;37831;1
48733;San Ramón Edif. 115 Apt. 15;19920;0
48734;Génesis Edif. 53 Apt. 100;32254;1
48735;Los Pinos Oeste Edif. 104 Apt. 51;37251;0
48736;Calle Hermanas Roque Martinez Edif. 13 Apt. 60;30005;0
48737;Calle Recta Final Edif. 70 Apt. 175;928;1
48738;Calle Las Lomas Edif. 51 Apt. 170;27858;1
48739;Calle Manuel E Perdomo Edif. 7 Apt. 64;10011;0
48740;Calle Juan Pablo Duarte Edif. 26 Apt. 2;6661;0
48741;Calle Rafael Damiron Edif. 12 Apt. 178;13418;0
48742;Callejón Guaricó Edif. 110 Apt. 175;11238;0
48743;Calle Pena Batlle Edif. 51 Apt. 164;7194;1
48744;Calle 1 Este Edif. 57 Apt. 108;30712;0
48745;Juan Pablo Pina Edif. 163 Apt. 195;37850;0
48746;Calle Venezuela Edif. 57 Apt. 177;28462;0
48747;Calle Camino Del Naranjo Edif. 82 Apt. 118;40493;0
48748;Calle Coordiella Oriental Edif. 46 Apt. 178;33393;0
48749;Calle Jardines De Luxemburgo Edif. 200 Apt. 137;8022;0
48750;Los Pinos Oeste Edif. 136 Apt. 192;22002;1
48751;Calle 4ta Edif. 145 Apt. 154;16476;0
48752;Callejon San Jose Edif. 123 Apt. 72;6245;0
48753;Los Corales Edif. 74 Apt. 169;17373;0
48754;Calle 11 Edif. 194 Apt. 187;18668;0
48755;Comino Edif. 183 Apt. 81;32606;0
48756;Calle Interior A Edif. 168 Apt. 23;11531;0
48757;Calle Toronja Edif. 84 Apt. 146;249;0
48758;Residencial Junia III Edif. 23 Apt. 37;36205;0
48759;Calle Manzana 43 Y 45 Edif. 35 Apt. 141;1707;0
48760;Leopoldo Navarro Edif. 171 Apt. 144;19535;1
48761;Santiago Edif. 66 Apt. 20;16816;0
48762;3ra Edif. 54 Apt. 89;40537;0
48763;Calle L2 Edif. 37 Apt. 104;3199;1
48764;Calle Desiderio Arias Edif. 45 Apt. 146;23131;0
48765;Alberto Beltrán Edif. 123 Apt. 127;18006;0
48766;Salcedo Edif. 162 Apt. 194;4586;0
48767;La Colina Edif. 7 Apt. 9;11360;0
48768;Cabañas Bayadesa Edif. 180 Apt. 177;886;1
48769;Bohechío Edif. 113 Apt. 76;40784;0
48770;Calle Silvain Isleños Edif. 133 Apt. 78;28478;0
48771;Juan Jiminez Edif. 97 Apt. 58;11487;0
